scaffold_1_1 200 596
scaffold_1_1 669 898
scaffold_1_1 953 1102

scaffold_1_2 200 410
scaffold_1_2 492 1093

scaffold_1_3 200 263
scaffold_1_3 365 1074

scaffold_1_4 200 592
scaffold_1_4 660 673
scaffold_1_4 770 2051

scaffold_1_5 200 329
scaffold_1_5 389 978
scaffold_1_5 1044 1277
scaffold_1_5 1332 1781

scaffold_1_6 200 238
scaffold_1_6 319 447
scaffold_1_6 529 1626
scaffold_1_6 1690 1770

scaffold_1_7 200 587
scaffold_1_7 688 1994

scaffold_1_8 200 593
scaffold_1_8 668 1674

scaffold_1_9 200 271
scaffold_1_9 343 1680

scaffold_1_10 200 209
scaffold_1_10 401 1745
scaffold_1_10 1808 1883

scaffold_1_11 200 267
scaffold_1_11 439 5428

scaffold_1_12 200 278
scaffold_1_12 415 867
scaffold_1_12 997 1478

scaffold_1_13 200 558
scaffold_1_13 624 835
scaffold_1_13 905 2205

scaffold_1_14 200 5035

scaffold_1_15 200 1912

scaffold_1_16 200 242
scaffold_1_16 407 850
scaffold_1_16 930 1738

scaffold_1_17 200 420
scaffold_1_17 501 2124

scaffold_1_18 200 332
scaffold_1_18 408 425
scaffold_1_18 533 885

scaffold_1_19 200 211
scaffold_1_19 317 703
scaffold_1_19 773 1090
scaffold_1_19 1154 2974

scaffold_1_20 200 632
scaffold_1_20 735 2221

scaffold_1_21 200 361
scaffold_1_21 1210 1992

scaffold_1_22 200 323
scaffold_1_22 400 957
scaffold_1_22 1093 1272
scaffold_1_22 1363 1907
scaffold_1_22 1980 2679
scaffold_1_22 2890 3206

scaffold_1_23 200 203
scaffold_1_23 331 355
scaffold_1_23 503 581
scaffold_1_23 665 2348
scaffold_1_23 2397 2464

scaffold_1_24 200 2101

scaffold_1_25 200 1630

scaffold_1_26 200 604
scaffold_1_26 765 1639
scaffold_1_26 1809 2373

scaffold_1_27 200 355
scaffold_1_27 433 3609

scaffold_1_28 200 382
scaffold_1_28 479 486
