scaffold_1_1 200 242
scaffold_1_1 327 454
scaffold_1_1 534 1001
scaffold_1_1 1066 1365

scaffold_1_2 200 715
scaffold_1_2 778 2613

scaffold_1_3 200 494
scaffold_1_3 553 656
scaffold_1_3 713 1679
scaffold_1_3 1740 3034
scaffold_1_3 3093 4817

scaffold_1_4 200 793
scaffold_1_4 874 4431
scaffold_1_4 4485 4837
scaffold_1_4 4901 5009

scaffold_1_5 200 486
scaffold_1_5 547 647
scaffold_1_5 707 1093
scaffold_1_5 1150 4221
scaffold_1_5 4293 4768

scaffold_1_6 200 478
scaffold_1_6 531 1319
scaffold_1_6 1372 1530
scaffold_1_6 1585 2484
scaffold_1_6 2552 2947

scaffold_1_7 200 1180
scaffold_1_7 1237 1521

scaffold_1_8 200 258
scaffold_1_8 324 1047

scaffold_1_9 200 265
scaffold_1_9 327 432
scaffold_1_9 547 698
scaffold_1_9 772 1263
scaffold_1_9 1324 1583
scaffold_1_9 1636 1736
scaffold_1_9 1790 2127
scaffold_1_9 2200 2556

scaffold_1_10 200 252
scaffold_1_10 331 2052
scaffold_1_10 2116 2161

scaffold_1_11 200 214
scaffold_1_11 293 2626

scaffold_1_12 200 222
scaffold_1_12 426 1188

scaffold_1_13 200 213
scaffold_1_13 343 386
scaffold_1_13 441 466
scaffold_1_13 572 662
scaffold_1_13 720 971
scaffold_1_13 1033 1324
scaffold_1_13 1379 1880

scaffold_1_14 200 691
scaffold_1_14 754 956
scaffold_1_14 1010 1814
scaffold_1_14 1864 1953

scaffold_1_15 200 431
scaffold_1_15 499 811
scaffold_1_15 865 1441
scaffold_1_15 1494 2204
scaffold_1_15 2256 2304
scaffold_1_15 2359 2508
scaffold_1_15 2559 2827

scaffold_1_16 200 441
scaffold_1_16 493 594
scaffold_1_16 650 1511

scaffold_1_17 200 234
scaffold_1_17 288 448
scaffold_1_17 517 540
scaffold_1_17 605 831
scaffold_1_17 4921 4940
scaffold_1_17 5119 5122

scaffold_1_18 200 351
scaffold_1_18 404 429
scaffold_1_18 495 521
scaffold_1_18 582 617
scaffold_1_18 682 830
scaffold_1_18 905 1900
scaffold_1_18 1953 2236
scaffold_1_18 2296 2400
scaffold_1_18 2474 2516

scaffold_1_19 200 517
scaffold_1_19 573 911
scaffold_1_19 1072 1080

scaffold_1_20 200 513
scaffold_1_20 568 718
scaffold_1_20 775 2103

scaffold_1_21 200 3075
scaffold_1_21 3123 4119

scaffold_1_22 200 1518
scaffold_1_22 1568 1877

scaffold_1_23 200 314
scaffold_1_23 369 473
scaffold_1_23 530 2460

scaffold_1_24 200 251
scaffold_1_24 323 523
scaffold_1_24 586 782
scaffold_1_24 858 1799

scaffold_1_25 200 802
scaffold_1_25 858 1695
scaffold_1_25 1748 3171

scaffold_1_26 200 566
scaffold_1_26 649 740
scaffold_1_26 803 1164
scaffold_1_26 1215 2016

scaffold_1_27 200 236
scaffold_1_27 296 311
scaffold_1_27 481 576
scaffold_1_27 651 951

scaffold_1_28 200 1130
scaffold_1_28 1184 3126

scaffold_1_29 200 1597
scaffold_1_29 1648 1743
scaffold_1_29 1795 2289
scaffold_1_29 2337 5099

scaffold_1_30 200 254
scaffold_1_30 316 683

scaffold_1_31 200 317
scaffold_1_31 409 2045

scaffold_1_32 200 334
scaffold_1_32 420 578

scaffold_1_33 200 236
scaffold_1_33 361 1462
scaffold_1_33 1522 1585

scaffold_1_34 200 1112
scaffold_1_34 1166 3006
scaffold_1_34 3075 3137

scaffold_1_35 200 1288

scaffold_1_36 200 838
scaffold_1_36 888 3144
scaffold_1_36 3196 4157

scaffold_1_37 200 288
scaffold_1_37 363 888
scaffold_1_37 951 1754

scaffold_1_38 200 1716
scaffold_1_38 1776 2721

scaffold_1_39 200 346
scaffold_1_39 416 1426

scaffold_1_40 200 221
scaffold_1_40 820 1168
scaffold_1_40 1219 1445
scaffold_1_40 1501 2170
scaffold_1_40 2225 2828

scaffold_1_41 200 246
scaffold_1_41 307 335
scaffold_1_41 447 883
scaffold_1_41 936 1209
scaffold_1_41 1263 1438

scaffold_1_42 200 1243
scaffold_1_42 1306 1770
scaffold_1_42 1833 2219

scaffold_1_43 200 324
scaffold_1_43 610 742
scaffold_1_43 806 1068
scaffold_1_43 1184 1776
scaffold_1_43 1829 3309

scaffold_1_44 200 334
scaffold_1_44 421 605
scaffold_1_44 667 907
scaffold_1_44 962 2209
scaffold_1_44 2266 2454

scaffold_1_45 200 1280
scaffold_1_45 1332 1532
scaffold_1_45 1582 2789

scaffold_1_46 200 209
scaffold_1_46 344 392
scaffold_1_46 440 1556
scaffold_1_46 1606 2063
scaffold_1_46 2579 2957
scaffold_1_46 3009 3258
scaffold_1_46 3315 3572
scaffold_1_46 3619 4061

scaffold_1_47 200 2269

scaffold_1_48 200 913
scaffold_1_48 967 1437
scaffold_1_48 1490 2656

scaffold_1_49 200 818
scaffold_1_49 870 1636
scaffold_1_49 1690 1893

scaffold_1_50 200 207
scaffold_1_50 355 487
scaffold_1_50 561 2138
scaffold_1_50 2199 2351

scaffold_1_51 200 248
scaffold_1_51 405 463
scaffold_1_51 554 2533
scaffold_1_51 2601 2844
scaffold_1_51 2895 3003
scaffold_1_51 3056 3245

scaffold_1_52 200 272
scaffold_1_52 331 755
scaffold_1_52 823 898
scaffold_1_52 1455 3724

scaffold_1_53 200 1151
scaffold_1_53 1211 1506

scaffold_1_54 200 823
scaffold_1_54 874 1055
scaffold_1_54 1156 1606
scaffold_1_54 1694 1768
scaffold_1_54 1879 1918
scaffold_1_54 1974 2168
scaffold_1_54 2217 2299
scaffold_1_54 2353 2383
scaffold_1_54 2442 2952
scaffold_1_54 3007 3577
scaffold_1_54 3631 4156
scaffold_1_54 4213 4375
scaffold_1_54 4438 4577
scaffold_1_54 4636 4677
scaffold_1_54 4739 5172

scaffold_1_55 200 211
scaffold_1_55 270 378
scaffold_1_55 476 541
scaffold_1_55 594 688
scaffold_1_55 973 1069
scaffold_1_55 1123 1351
scaffold_1_55 1404 1506

scaffold_1_56 200 276
scaffold_1_56 330 597

scaffold_1_57 200 267
scaffold_1_57 355 437
scaffold_1_57 491 1071
scaffold_1_57 1123 1282
scaffold_1_57 1339 2030

scaffold_1_58 200 395
scaffold_1_58 454 857

scaffold_1_59 200 283
scaffold_1_59 338 646
scaffold_1_59 712 1293

scaffold_1_60 200 355
scaffold_1_60 418 795

scaffold_1_61 200 1678

scaffold_1_62 200 1525

scaffold_1_63 200 1025
scaffold_1_63 1090 1166

scaffold_1_64 200 219
scaffold_1_64 329 556
scaffold_1_64 657 789
scaffold_1_64 855 995

scaffold_1_65 200 455
scaffold_1_65 518 1161
scaffold_1_65 1220 1333

scaffold_1_66 200 1717

scaffold_1_67 200 1010
scaffold_1_67 1068 1588

scaffold_1_68 200 415
scaffold_1_68 500 709
scaffold_1_68 786 1208

scaffold_1_69 200 421
scaffold_1_69 517 565
scaffold_1_69 629 2246
scaffold_1_69 4531 4545
scaffold_1_69 5205 5219
scaffold_1_69 5842 5859
scaffold_1_69 5940 5951
scaffold_1_69 6184 6193

scaffold_1_70 200 329
scaffold_1_70 541 600
scaffold_1_70 757 2204
scaffold_1_70 2260 2982

scaffold_1_71 200 239
scaffold_1_71 349 816
scaffold_1_71 878 2517

scaffold_1_72 200 745

scaffold_1_73 200 1234

scaffold_1_74 200 376
scaffold_1_74 436 1779

scaffold_1_75 200 1855

scaffold_1_76 200 458
scaffold_1_76 514 2124
scaffold_1_76 2186 2520

scaffold_1_77 200 350
scaffold_1_77 449 598
scaffold_1_77 649 1028
scaffold_1_77 1094 1187
scaffold_1_77 1245 1879
scaffold_1_77 1941 2093

scaffold_1_78 200 255
scaffold_1_78 314 1235

scaffold_1_79 200 308
scaffold_1_79 397 435
scaffold_1_79 492 589
scaffold_1_79 660 1559

scaffold_1_80 200 214
scaffold_1_80 403 478
scaffold_1_80 586 702
scaffold_1_80 768 855
scaffold_1_80 914 1051
scaffold_1_80 1104 1568
scaffold_1_80 1620 1869

scaffold_1_81 200 361
scaffold_1_81 471 644
scaffold_1_81 742 1233

scaffold_1_82 200 240
scaffold_1_82 423 672
scaffold_1_82 1482 2646
scaffold_1_82 2705 2799

scaffold_1_83 200 265
scaffold_1_83 342 527
scaffold_1_83 590 1303

scaffold_1_84 200 779
scaffold_1_84 862 1358

scaffold_1_85 200 283
scaffold_1_85 341 400
scaffold_1_85 450 1169
scaffold_1_85 1219 1806

scaffold_1_86 200 344
scaffold_1_86 400 1793

scaffold_1_87 200 423
scaffold_1_87 536 1739

scaffold_1_88 200 910

scaffold_1_89 200 202
scaffold_1_89 441 503
scaffold_1_89 564 746

scaffold_1_90 200 264
scaffold_1_90 321 1041

scaffold_1_91 200 1789

scaffold_1_92 200 935
scaffold_1_92 1049 1098
scaffold_1_92 1152 1175

scaffold_1_93 200 463
scaffold_1_93 581 661

scaffold_1_94 200 1309
scaffold_1_94 1362 2495

scaffold_1_95 200 257
scaffold_1_95 330 356
scaffold_1_95 412 441
scaffold_1_95 566 659
scaffold_1_95 719 842

scaffold_1_96 200 221
scaffold_1_96 674 700
scaffold_1_96 755 1026
scaffold_1_96 1072 1148
scaffold_1_96 1615 1937
scaffold_1_96 1988 3132

scaffold_1_97 200 221
scaffold_1_97 674 700
scaffold_1_97 755 1026
scaffold_1_97 1081 1179

scaffold_1_98 200 385
scaffold_1_98 445 603
scaffold_1_98 662 1048

scaffold_1_99 200 535
scaffold_1_99 651 1634

scaffold_1_100 200 3061
scaffold_1_100 3145 3189

scaffold_1_101 200 1417

scaffold_1_102 200 1217
scaffold_1_102 1286 1357
scaffold_1_102 1411 1694
scaffold_1_102 1745 4306

scaffold_1_103 200 308
scaffold_1_103 376 429
scaffold_1_103 597 659
scaffold_1_103 773 1000
scaffold_1_103 1200 1810

scaffold_1_104 200 565
scaffold_1_104 625 1854

scaffold_1_105 200 2795
scaffold_1_105 2846 3240
scaffold_1_105 3290 3770
scaffold_1_105 3819 7247
scaffold_1_105 7308 8203
scaffold_1_105 8257 8289

scaffold_1_106 200 533
scaffold_1_106 593 639

scaffold_1_107 200 341
scaffold_1_107 413 523
scaffold_1_107 602 1299
scaffold_1_107 1361 1789

scaffold_1_108 200 202
scaffold_1_108 256 987

scaffold_1_109 200 1759

scaffold_1_110 200 595
scaffold_1_110 645 945
scaffold_1_110 995 1419

scaffold_1_111 200 587
scaffold_1_111 645 2038

scaffold_1_112 200 244
scaffold_1_112 322 1196
scaffold_1_112 1259 1754

scaffold_1_113 200 999
scaffold_1_113 1062 1365

scaffold_1_114 200 252
scaffold_1_114 317 367
scaffold_1_114 424 473
scaffold_1_114 542 631
scaffold_1_114 713 1110

scaffold_1_115 200 306
scaffold_1_115 449 620
scaffold_1_115 676 734
scaffold_1_115 1197 2643

scaffold_1_116 200 1657
scaffold_1_116 1714 1995

scaffold_1_117 200 510
scaffold_1_117 586 631
scaffold_1_117 715 880
scaffold_1_117 944 972

scaffold_1_118 200 212
scaffold_1_118 274 421
scaffold_1_118 476 2528

scaffold_1_119 200 371
scaffold_1_119 425 524
scaffold_1_119 572 705
scaffold_1_119 754 893

scaffold_1_120 200 410
scaffold_1_120 947 971
scaffold_1_120 1578 1678
scaffold_1_120 1834 1868
scaffold_1_120 2032 2207
scaffold_1_120 2275 2830

scaffold_1_121 200 297
scaffold_1_121 522 768
scaffold_1_121 830 1504
scaffold_1_121 1562 1918

scaffold_1_122 200 2317

scaffold_1_123 200 1000

scaffold_1_124 200 955

scaffold_1_125 200 399
scaffold_1_125 468 692
scaffold_1_125 743 1376

scaffold_1_126 200 224
